score	review
-2	Hadn't been here for ages, three friends for lunch.. Firstly, on the plus side, the pudding, a 'sharing' plate was excellent. The main courses were ok. However, the service was appalling;the staff (apart from one very smiley jolly waitress) were surly to the point of rudeness, eclipsed only by the manager who was positively hostile. It is a very long time since we've experienced anything quite as astonishingly poor.
-2	 The food here is pretty much the same as the sister restaurant by same chef in Covent Garden, fried oysters £8, salmon roulade with sweet potato £8, rosemary lamb chops at £9. I found the menu pretentious - what in the world is an 'artisanal snack?' A zero rating for food hygiene is a complete turnoff. How on earth can places run with a zero rating - that the worst possible. Great setting - shame about the hygiene. 
-2	 I visited here with a group of friends on a hen party. We were not overly impressed by the friendliness or service, in particular that this cafe has a policy of not providing tap water for paying customers. There didn't seem to be any reason for this other than them wanting to charge for water from the fridge. When I asked why I got some vague reason about 'when it's busy blah blah'- it wasn't even remotely busy when we were there!   Food wasn't particularly imaginative and there wasn't much choice for the veggies among us other than cheddar. We also had salad on our plates for which no utensils were given to eat it other than a knife, and weren't sure if this meant it was there for decoration and not actually edible.  I have lived in Bath for several years and there are plenty of lovely cafes and tea rooms around the city, so in future I will not be bringing my friends to this one. 
-2	 Was a beautiful sunny day,so decided to try here for a family meal.Beautiful views from the garden, and that's about as good as it gets.Ordered starters and main meal at bar,decided to eat in garden.Starters came,which was nice, and then we waited and waited and waited! My husband informed the staff we were still awaiting our main meal, and eventually it arrived by which time it was quite dark outside,so struggled to see what we were eating.I had also ordered a side extra of mushrooms,which turned up(after being reminded) just as I was finishing my meal.Food ok but not the best I've had,service from Kitchen,absolutely dire! Needless to say won't be returning,which is a shame as the location is stunning.Oh and only one person serving behind the bar! 
-2	 Stayed for 1 night recently - really wished I hadn't. Landlady's attitude aggressive and confrontational to mildest question. Not the slightest hint of a welcome. Couldn't wait to get out and have a meal in a normal atmosphere. Room OK. 
-2	 We went here for afternoon tea last Friday. It’s not the best I've ever had, but wasn't terrible. I was expecting a lot better, since it's a bakery and their cakes generally are delicious. When we arrived we were shown to our table. The venue its self is a lovely little place. We were pretty disappointed when the waiter bought over out cake stand. The selection was bad. A couple of sandwiches, which were tasty, but not enough. some tine tiny brownies. Which weren't very nice at all, tasted stale. We each got one scone which was very nice, by far the best of the selection. We also got a cupcake each which wasn't very nice either. One was chocolate with a rasberry buttercream the other coffee, which tasted even worse.   All in all we had a nice time because of the company and venue. We were not impressed by the selection at all. I know it's not an expensive afternoon tea, but it still wasn't worth £19 in my opinion. 
-2	 Use to always go here for decent food and excellent service. Can be pricey unless you go for special deals. Did have one major issue the house wine was advertised as a certain brand and when it came it was much cheaper wine than advertised on menu and it was disgusting! When I complained the only option was to pay more for a better bottle. No apologies and used excuse menus had not been updated. There was a wedding going on and they were ordering copious amounts of house wine but not being told it wasn't the decent brand on the menu. So very disappointed now & reluctant to go back. CHECK WHAT YOU ARE GETTING! 
-2	It's never bloody open on time it always opens 30 minutes after it should and the chicken isn't cooked 100%!! I really recommend the kfc at parkgate which is high on good service.
-2	Unsure what has happened here - one of our regular spots for a weekend drink and on arriving at the bar we were asked to move further down the bar to be served - very odd behaviour as we were previously ignored, couldn't the bar man move over to us further down the bar? Very strange but perhaps new bar staff, also used to recieve water to the table when drinking either wine or champagne and that didn't arrive either. Wasn't even busy. Sorry Epernay, there are so many nice places to drink in Manchester where you are treated well and you certainly put our small party of 4 off returning - such a shame!!!!
-2	 In desperation as we had been stuck in lots of Good Friday jams needed W.C, drink and food we ate here. Pint of cider & 1/2 lager quite expensive, we both ordered fish & chips, service good, fish ok, chunky chips not that nice nothing like chips at all really, mushy peas had mint added made them odd tasting, @ £16 pp !! Oh & 2 slices of bread & butter £2.10 ! Hubby then decided to try cheeseboard thinking that as it was £9.95 Its gotta be good how wrong he was, 3 small pieces of cheese couple of strands of celery,& a tiny bit if grape jelly! no apple no grapes no tomato, crackers were like little square doritos & couple of nasty sweet oaty squares, hubby had to ask for butter too ! My dessert was totally horrible it was rum sponge with pineapple & coconut ice cream @ £7.95 - it was a sickly sweet very cold soaked donut in rum, tinny squares of pineapple&some nasty bits of rum soaked pineapple coconut ice cream 1 tiny scoop of vanilla with a tiny bit of dessicated coconut on it. So with our drinks we spent nearly £70 on this fancy food where they think they can charge ridiculous prices. I wished myself and hubby had sent our dessert & cheeseboard back as they were both v poor value & generally awful ! You have been warned its pretentious & way too expensive. 
-2	I visited Bills in April 2015 to meet some friends for lunch. The food was lovely and the restaurant is well positioned and rustic in decor. However when the bill was presented it had a 10% gratuity which said was 'an optional discretionary gratuity'. We decided to pay for the food and drink and left our own tip, not quite the 10% they automatically added. On leaving the restaurant we were approached by the waiter who demanded we pay the rest of the tip. We questioned him and said that it stated optional and discretionary. He argued and wouldn't let us leave unless it was paid. In my opinion it should be down to the consumer to decide if a tip should be given for any service (except if it is a large party) but to be ordered by a member of staff to pay the 'optional' tip was outrageous. What was supposed to be a lovely lunch was tarnished by this waiters behaviour. Hence the 2 star. I would like to know what Bills management think of this. We will definitely think twice about coming back to this chain.
-2	 After trying both restaurants we were very disappointed with Plymouth. Rather than having that 'special' feel that Axminster and its food generate, Plymouth felt like just another town / city centre chain gastro bar / restaurant, with food to match. Service was fine, and the atmosphere was quite buzzy, but we shall not be going back, nor recommending it to our friends. 
-2	 Please let me start by explaining that this is not about rating the food as my party did not dine given the mix up with the menu availability due to my mistake. The complaint and the rating of two was given in regards to the very rude attitude of the person who spoke to me regarding my mix up. The lady explained that the phone call regarding the availability of the Christmas menu for eight and not four persons was taken by her only &quot; the only one who took bookings&quot;. Two phone calls to enquire about this availability for four with assurances was given by a male and not a female. Please note that if this abrupt tone of voice and attitude that we were both (husband and I) were mistaken had been more positive the booking would still have been honored. Looking at other reviews other people must had a similar experience of this restaurant with regards to queries. This was my fiftieth birthday it could have been a disaster but fate took over for the day and I dined with my family at a fantastic restaurant in Caistor. 
-2	Had looked forward to a first visit to local TGI's but was rather disappointed by the whole experience. Really slow service in all respects, being seated at pre- booked table despite several empty tables, then the appearance of a waiter, then drinks, then food.... Waiter very pleasant but obviously didn't know what he was doing. Food nice enough but not very hot! There is lots of competition locally now so they need to up their game if they want to stay.  Will give it one more try.
-2	 We came here long time ago when I was younger and my grandparents were alive The food and service was good. but came here last fri went to the bar for a cappuccino it lookes like a latte with a lot of coffee that was strong and as I worked in the catering buissness It was not nice and not the way u do a cappuccino .then wanted a meal here took awhile for the waitress to notice us then was seated and then the food took half a hour and mine and my husband Order came out wrong so she said sorry I go and tell the kitchen so we eat it anyway burn burger buns very little saled not what I would call a saled with peppers in it ... It wasn't worth £32 pounds it came to won't be return here is a shame because we used to love it here !! 
-2	 We had to wait 30mins even when the seats were available because the staff did not have time to clean and set up. Over priced for the portions and quality. We will not be visiting again. 
-2	 Below average pub grub. Food & service was poor - very disappointing. Visiting IOW for weekend & gave this a try as good reviews but burger & scampi weren't good. Burger van style burger & expected more for scampi on IoW. 
-2	 We have been there in the past and had no problems, but this time I was appalled by the food, which was expensive and inedible! We left it. We sat in the garden and were besieged by flies, surely there must be a way for a pub serving food in the garden to counteract this? The lamb was under-cooked, and consisted mainly of fatty lumps. The sea bass was small, undercooked, under-seasoned and served on a huge bed of spaghetti which was not adequately described as such on the menu. The price for 2 drinks and 2 meals was extortionate even if the food had been edible.As the number of pubs in the area is diminishing the remainder really need to make a bit more effort to attract discerning customers 
-2	 We booked a table for 4 people 3 months ago for your Mad Hatters Tea party. We were due to sit down at 3.30pm. We had all arrived by 3.20pm and were told we should wait at the bar as our table wasn't yet ready.  We weren't seated until 5pm, and at no point in this 1 hour and 30 minute wait did anyone from the hotel come to apologise. It was only when I went up to the desk to ask how much longer we would have to wait were we seated.  Once seated we then had another 25 minutes wait for any of the savoury items of the afternoon tea to arrive, but again this was only after I asked one of the waiters again how much longer we would have to wait. Our waitress was pleasant but again we received no apology for the long wait. By the time our savoury items of the afternoon arrived we had waited 2 hours.  We were all extremely disappointed with the terrible customer service (or rather complete lack of it), the long wait, no apology and quite frankly very disappointing entire experience. At the end of the afternoon tea I asked the waitress who took my payment if I could speak to the manager, and she said would go and get him straight away for me. £56 each is a lot of money for a very poor afternoon tea, and I fee completely ripped off by the whole experience. I have been to several other places for afternoon tea who charge a lot less but do it a lot better (Bettys of Harrogate, Fortnum & Mason, The Spice pear in Yorkshire....).  We then waited a further 15-20 mins but no manager showed up so we left.   The actual afternoon was nice enough but not amazing, especially for the price. 
-2	 We were looking forward to our visit here, and were disappointed. We had to wait for a seat which we didn't mind at all- we weren't in a rush. At our table the first thing we were asked was if we'd be paying separately or together, which was odd! I guess that most customers are younger and want to split the bill? It was absolutely boiling in there- I'm pregnant and it made me feel really unwell. We ordered a milkshake, a crepe and a waffle, which came to nearly £15. The waiter disappeared off and then came back a few minutes later to demand payment- we hadn't had the food yet- which is really odd and made us feel uncomfortable! You expect this in places like McDonalds, but Kaspas has prices which set it apart form strictly 'fast food' eateries.  We then realised that the waiter hadn't asked us if we wanted cream or ice cream with our orders- the menu says that you can choose. We stopped him to query this and he said &quot;you ordered ice cream&quot;. Erm... No we didn't. You didn't ask us. Decided to let it go but then realised that the ice cream that was coming out with crepes was Mr Whippy (which you can't have in pregnancy), so my husband went up to the counter and asked them to give me some soft scoop ice cream instead. They did this with no problem, but if the waiter had actually asked us in the first place then we would've been saved doing this.  The food was... Ok. Waffle was really flavourless but toppings were nice. The crepe was really good but not really a crepe- too heavy and stodgy. The ice cream was half melted before we even got our food. Nobody came to ask if we were happy with our food, and when we left nobody said goodbye or thank you.  Final point: Portions are massive here but they don't seem to advise parents that children might want to share. There were 2 toddlers on the table next to us who had eaten about 1/5th of their desserts. What a waste.  All in all- no way would we come back. It's overpriced for the level of service you get. Such a shame as we were fully expecting to love it! 
-2	 We went as a family for my husbands 49th birthday. We ordered a selection of seafood and pizza. The pizza came not only late (15 minutes after the other food), but it was also lukewarm. Whilst the waiters were apologetic, some staff members appeared flippant and unsympathetic. The restaurant was very cramped and we couldn't enjoy our evening as we could hear the conversation of the table next to us and it was not family friendly. Whats more, due to the cramped conditions I had to move my chair every time a waiter wanted to pass, which didn't make for a relaxing evening. Overall we cannot see the appeal of this over-priced, glorified pub. 
-2	 Came on a Sunday afternoon. It was very busy and was told we would have to wait up to an hour so waited in the play area, the waitress then didn't come over to call our name and called it from the other end of the pub which we didn't hear. While waiting there was at least 8 empty tables which hadn't been cleared yet we were still waiting for a table. Staff were rude and not very helpful. Good was lovely though. 
-2	 We visited Epsom Thai last night - I'd booked a table and was meeting my boyfriend inside. I turned up at the restaurant, there were 4 waitresses standing at the back of the restaurant, none of them came up to me to say hello, one of them just pointed in the vague direction of where my boyfriend was sitting!! Not even a Hello, just a point - great start!  The food was sub-standard - a tiny plate of cheap, stale prawn crackers (I think there were literally 4!), rubbery prawn tempura, evidently deep-fried from frozen, not a good taste at all. The Massaman curry was like a thick gravy - I've been to Thailand and therefore have tasted authentic Thai food - and the Pad Thai was bland, probably the best dish of the lot, but it was just very standard - could have done with a wedge of lime to spruce it up! There was only 1 white wine offered by the glass - the house white, which wasn't very nice. Stick to the Chang beer!  The service was abrupt and rude. There was 1 nice waitress attempting to make up for the rest - I think she said sorry about 20 times. The others are just plain rude - no attempt to try and serve in a friendly way - do they want a tip?? As one waitress was serving our main course, she was shouting instructions in Thai to another waitress the other side of the restaurant! The same waitress I tried to ask for a glass of wine and she walked off half way through my question - just walked off! To conclude, the service is lazy, slow and rude!  I'm actually feeling quite rough this morning - was it the rubbery prawns, the gravy curry or the cheap wine - take your pick!  Of course I won't be coming here again and I'm losing the will to live with the amount of poor restaurants there are in Epsom! 
-2	 Seven adults and three children visited on Sunday 21 June for a Father's Day lunch. We had opted for an early booking at midday and, like Thehungryboy, were rather surprised to be told straightaway that none of the salmon dishes were available, nor was the mushroom starter, which immediately indicated that the restaurant was not well prepared for an obviously busy day like Father's Day. We also waited over an hour for our starters and had another long wait for our mains. The food was very average and there was nothing in these dishes that should have taken so long to prepare and present. The waitresses did their best but it was clear that the kitchen could not cope with a fully booked restaurant, made worse by the number of ad hoc diners in the garden. We did not finish our meal until around 4.00 pm. My daughter in law, who has been a restaurant manager herself, did manage to get a reduction in the bill, but it is a shame that a restaurant in such an attractive setting should be so let down by such poor service. 
-2	 We dined here as a family and were anticipating a lovely meal to match the delightful exterior and garden, which also had a good play area. Unfortunately, out of seven meals, only two were good, two satisfactory and three unacceptable. We did not complain as it was a family reunion and no-one wished to spoil the evening, so I accept the retaurant did not have chance to make reparation. However, at least two dishes should never have left the kitchen as they were inedible. Mine, jerk pork, was too hot to eat. I recognize that people have different tolerances and the dish was marked as hot and spicy but I lived in Jamaica for three years and never came across anything as hot as this. moreover, I am renowned in our family for my love of hot curries and chillis, which is why I ordered the dish in the first place. But after two mouthfuls (I'm a glutton for punishment) I had to concede defeat. My son tried and also gave up. It was literally inedible. The other inedible dish was my 6 year old grand-daughter's. It was sausage and mash, which she loves. The minor criticism was that the amount was huge for a child's portion, quite daunting, in fact. But the major criticism was that the mash was too salty. None of us could eat it. The menu offered two courses for £28. To me, this is steep for a pub meal. The only justification would be food to die for, and this was certainly not. 
-2	 Thought this was a bargain when I bought the voucher, £16.99 for three course lunch for two. I went with my daughter and my 11 yr old grandson joined us at the last minute as school finished early that day so I increased the booking to three and said I would pay the extra. My daughter was really looking forward to going as she had heard great things about the carvery from friends that go at the weekend. It was sadly disappointing. no one to seat us when we arrived to an almost deserted restaurant so we seated ourselves. No sign of a waiter after some time so went to the bar to check on format in case we were supposed to order at the bar. Was told a waiter would be over shortly. We eventually placed our order for starters which took quite some time to arrive but were nice when they did arrive, there was a choice of 2 on the offer. we then went up to the unattended carvery and waited a while. We were told they would fetch the chef to carve and he was very pleasant once he showed up. (We did spot other customers later attempting to carve their own as they waited so long there without any kind of acknowledgement). There was a choice of 2 meats, turkey or beef, both covered with tin foil and very dry. Small choice of veg was over cooked and soggy. My grandson said his roast potatoes tasted funny and didnt eat them, I have my suspicions some or all of it may have been reheated. Deserts were nice, ice cream or chocolate brownie. Staff were noticable by their absence and I went to the bar again to ask if we could order dessert. All in all very disappointing. Granted we didnt pay much but could have got same price at far better quality at a Toby. All agreed we wont bother again. If this offer was intended to encourage mid week lunch time custom they failed badly. 
-2	 I was really looking forward to trying this restaurant and wasn't disappointed with our duck pancakes to start. However our main courses arrived and they looked to have been made with MSG (thick gravy sauce for a supposed fresh beef stir fry!). It was not stated on the menu that any items contained MSG. Being allergic to MSG (it makes the heart beat faster than normal) I asked the question whether the main courses contained MSG but the waiting staff didn't know what it was. After a few minutes they returned after speaking with the chef I presume and I was told it did have MSG in it and they asked if I was allergic. I said I was to which point the waitress was very rude and stated I should have told them when I placed the order.  I was a little annoyed at the response from the staff. If the food was prepared fresh there would be to need to add MSG. When the staff then queried why we wasn't going to pay the optional 12.5% service charge, I was made to write an explanation on the back of the bill for the manager!  No apologies given at any point. Very disappointing! 
-2	I've been coming here for a while now and it seems to be getting worse. Firstly the bar staff aren't very forthcoming, in fact I would go as far to say that they are quite standoffish and just generally rude. They are slow and stand there chatting while you're left waiting to be served. Secondly, there is only one female toilet and it is absolutely disgusting. There's no lock and the toilet itself is seems to constantly leak covering the floor of the tiny cubicle in a puddle of water. This means that going to the toilet if you’re woman is some kind of manoeuvrability exercise where the first challenge is to keep your feet from getting soaked while also making sure you keep the door pushed closed. Lastly, they call time with no advance warning so you can find yourself being told to leave while having bought a pint less than 10 minutes before. The management aren't very polite, bordering on pushy when asking you to leave and tell you to put your nearly full pint in a plastic cup and take it with you. Definitely won’t bother with this place again. I've heard this place does good food but never had it so can't comment.
-2	 Arrived on time to be told table will be ready in a few minutes we were then escorted to the bar area and were still sitting there 40mins later we then called a member of staff over and asked how much longer we would have to wait for our table we were told only a few more minutes another 10 minutes went by and we were finally sat down at the table! We all ordered steaks when these arrived we were so disappointed full of gristle and just looked and tasted very average we ended up sending one back and half eating another! Beware over priced food poor service dirty tables unclean glasses and very very overpriced wine list! Absolute rubbish!!! Avoid 
-2	 This was the second time I had visited this pub. On both occasions the staff were off-hand and unhelpful and on my recent trip only grudgingly topped up my pint to the full level. Although we arrived at 2.30 pm and they advertise that meals are served until 3.00pm, we were told that we could only order sandwiches or puddings, and unfortunatley, neithr of these caters for customers who request gluten-free. Overall this was a very disappointing expereience and not one that I will repeat. 
-2	We booked a table for 10 people on line for a lunch at 12.00. We arrived promptly and got the feeling they were not expecting us. The two course lunch @ £12.00 pp was a bit pricey. They took our drinks orders quickly and it was ten minutes os so before the drinks arrived at the table.  We ordered from the menu, whilst waiting for the drinks to be servied and it was 45 minutes before any food arrived by which time we were needing to leave as our lunch hour was finishing. One person ordered chicken kebabs and they were still raw in the middle. The restaurant wasn't busy.
-2	 Lovely old pub with really great, modern and airy restaurant that is family friendly; very friendly and pleasant staff, super atmosphere. I had Sunday dinner there and the vegetarian option, Med Veg Wellington was a bit of a disaster as the pastry was flat and only luke warm with barely any vegetables. The broccali with cheddar cheese and roast potatoes were barely warm as well and I was so disappointed. The raspberry roulade was gorgeous though. My dinner date had ice cream which came in a very generous helping of local Styles ice cream but his roast dinner looked rather sparse. At about £16.80 each this was not very good. Perhaps they were having an off day but I would have thought being able to serve the food hot would not have been too difficult. 
-2	 We booked a table on Sunday as we had a great lunch here in the past. This time the menu was limited and if you didn't fancy a roast, there wasn't a lot to choose from. Our starters took about half hour to arrive (which the staff didn't acknowledge until they came to the table with our food)-whitebait was nice and sausage roll delicious, but tiny. After another twenty-thirty minutes wait for the main course, our starter plates still on the table, the main course arrived- my son was desperate for food by that time. And he got two (!) bits of battered cod, peas and a large pile of worst chips ever- they were hard and almost inedible. My husband had the misfortune of having ordered chips as well, alongside the burger. The burger came in a brioche bun, looked lovely, but didn't taste of much. Roast beef was adequate, nothing to rave about though. All in all, we were fed, we enjoyed the view, we felt like we could have had done much, much better elsewhere. 
-2	 I've been a fan of the beautiful Manor House and surrounding grounds since I was a child growing up in the area, I even harbored a secret desire to get married here! I took my Mum here for her birthday for afternoon tea. On arrival the reception staff waved us vaguely inside where we wondered around between the two rooms trying to find our table. When we found it, it was a table for 2 with a 3rd setting but only 2 chairs, we had to ask for a 3rd. As anticipated the table was too small for 3 people. When the afternoon tea arrived the sandwiches were bland and the bread wasn't fresh, we also had to remind the waiter for one of our drinks and ask them for a tea strainer for the loose leaf tea. I believe it is under new management judging by the redecoration, unfortunately the mix of the original elegant features with the overly modern almost garish renovation is unsympathetic and tasteless. It's incredibly unfortunate and for me personally actually very sad that this wasn't a lovely experience, we all left disappointed and won't be returning. I certainly wouldn't recommend going for afternoon tea. 
-2	 We ordered takeaway from here, not only did the food turn up in less than 30 minutes, it seemed like they had cooked the chicken then added the sauce to it. Unlikely to be ordering from them again. 
-2	 Sorry didn't enjoy our visit here we were a family of 5 adults and 1 child and we were placed in a booth and was squashed and uncomfortable, also to only allow a child 1 type of meat I myself am a carvery and we allow children to have a selection of meats so I think it's unfair to only let children only have one choice we will not be coming back for a meal again 
-2	The food wasn't terrible but was unexciting, service was average, won't be in a hurry to return, there's much nicer places to eat in the Old Market.
-2	 We had not been here since it was Edwinns and fancied going somewhere where we could go for a walk after lunch. We sat outside on the terrace and the views were absolutely stunning. We were quite late and did not have to wait long for our food, even though the pub was very full. The food was ok. I had the Cajun Chicken which could have done with more spice but was otherwise fine. My wife had the ploughman's but asked for a vegetarian version with no ham. This initially arrived with the ham and after it was sent back the exact quantity of cheese was returned which, in the event, was insufficient for the bread provided. It was only after we had finished that anyone asked if everything was alright and we pointed out the issue. The response received was that they should have put more cheese on. When paying the bill, this was charged as if it was the standard ploughman's. I once again pointed out that we did not have any ham and that no additional cheese had been provided and again the server said that they should have put more cheese on. The consequence is a feeling of being ripped off. What is worse is that the cheese plate for dessert offers more cheeses and is cheaper.  The food was very expensive for what we had. The crumble for dessert had been pre-prepared and then microwaved and really wasn't great. It's a shame as the location is lovely but with such poor value for the food, we will only be tempted back for a drink. 
-2	We visited for a birthday. Slow service and when we asked for a childs orange juice to be changed because it tasted awful the waitress said that it was a fresh carton just opened so there couldn't be anything wrong with it! Everything took a very long time to be served and was ridiculously hot. Most of the food was tasteless and far too over cooked. I had spaghetti bolagnese - the pasta was so over cooked I couldn't eat it and the mince smushy just like it was from a tin! The waitress never asked if everything was ok with our food.  The bill came with an automatic service charge of 10% on it which we refused to pay.
-2	 The Lighthouse is a three storey restaurant with cocktail bar downstairs. We went in for a drink and possibly food. We should have stuck with just a drink. We were offered any table downstairs and ordered a beer and a mulled wine. Mulled wine was good. After finishing our drinks, we tried to get the attention of the waitress to ask for a menu. All the staff were behind the bar laughing and joking with each other. I eventually got up and ask for menus. I order a chicken Caesar salad with garlic bread and my other half ordered a medium fillet steak. The chicken in the salad was so over cooked I needed the steak knife to cut it and there was so much lettuce that I left over half. The steak, which was meant to be medium, was very well done. It was just after 6pm on a Friday night and the place was not that busy but service and food were poor. I would not be returning here. 
-2	 young unattentive staff with very little customer focus. took money fast, then vanished every time we neede them toilets obviously were not checked regularly! 
-2	 We had to wait to be seated and found that the £4.99 full English breakfast advertised did not include a drink this was an extra £2.25ea, then to add insult to injury although this was supposed to be free refills there were no glasses or mugs to get a drink at all. The was no decaff coffee available so I was charged for a cup of hot water out of a wet cup as the staff brought 3 cups out before they had been dried. The butter and various sauce pots were empty and we had to ask 3 times for more stock, it was a fight to get cutlery, and a queue for the toaster (underdone or burnt if put through again) was making customers irritated. When the food eventually arrived some 30-40 minutes after we arrived it was hot but the scrambled egg was rubbery, the bacon salty and sausages bland. The staff was making an effort to restock all items but not fast enough, it was although they were surprised that people wanted breakfast on a Sunday morning which they advertised. 
-2	 We were eating before a 1.30pm show at the NIA and found that lots of restaurants/pubs didn't serve food until 12.30 which would be too late for us, so the Pitcher and Piano seemed perfect. We placed our order at 11.50 when it seemed that only a handful of tables were occupied. At 12.20 we politely asked the waitress to see how long our meal would be, pointing out that we were seeing a show, but she didn't come back. We asked again five minutes later and our food finally arrived. She asked if we would like another drink, but they didn't arrive until my husband had finished his meal! The only thing that arrived quickly was the bill. The food was lovely, but the experience was stressful and the customer service was extremely poor. 
-2	 We stayed four nights at the Premier Inn next door and having sampled the &quot;delights&quot; of this establishment on a previous trip 4 years ago and having read the recent reviews we declined to eat here again. We did however go for drinks to pass an hour or two on the dark winter evenings. We sat in the bar where were people were also eating. This is not a large area and on one occasion we noticed three tables remaining uncleared for 30 minutes at least. They were not overly busy, but people were looking for seats in the bar and presumably a clean table not one littered with plates of left over food.  Are they understaffed or can they not be bothered - either way this restaurant lets the Premier Inn down. 
-2	Agree with previous reviews- HUGE decline in standards. The food was awful, but the price tag is still up there. We had a basic steak, harvester style dressings with grilled tomato and mushroom on the side- couldn't be further from fine dining- I could have cooked it myself in my tiny kitchen at home. We paid £55 for that steak. Avoid Edge, the only good thing is the view. Utterly dissapointing.
-2	 They advertised they had a new menu which to be honest was no different but they had removed some of the meals from the two for £10 when ordering I didn't think the meal was that nice I had the parmo and my husband had the gammon and to be honest I could have stayed at home and cooked tastier food even my children weren't impressed with the pizza they got everything just tasted like a frozen microwave meal will not be going back 
-2	 Dont complain about cold food YOU WILL BE BANNED by a grumpy manager, who obviously doesnt like complaints 
-2	 We ate here for a late Sunday lunch 2.11.14 to celebrate 2 family birthdays. Although the food was good, the service was terrible. The waitress obviously new took ages to take the order, we had at least a 40 min wait between courses and with twins under 3, who got fed up after a 3 hour wait on 2 courses, we decided to abandon dessert. We had finished up drinks and not offered any more during the meal and trying to get anyone's attention was impossible. Considering the bill was over £200, we were not impressed. I spoke to the manager on the way out as being a regular diner here, was completely shocked at our experience on this occasion. He just said that they had 2 members of staff call in sick but he wasn't aware that it was affecting service. I said that it had ruined our birthday celebration and all he did was say sorry - no offer of a reduction on the bill! Astounded. Will not be going back! 
-2	 I have been to this pub for lunch about ten times, it's usually a very good experience. However I must say the experience I have just had was pretty disappointing. Our party arrived and asked if they had a table for three, we just received a nod from the barman, so we ordered our drinks, and went and sat at one of the free tables. After about twenty minutes of being completely ignored by the waitress and barman, I went to the bar to order our food. After another half an hour we received our sandwiches and side orders of chips, which were, as usual, very tasty. However no idea why we had to wait quite so long, they weren't particularly busy and by this time a third member of staff was around to serve the customers. We were planning on having a dessert but after the lengthy wait for the main course we couldn't be bothered, perhaps the lethargy of the staff had rubbed off on us! We weren't approached by the staff to enquire if our food was ok, or whether we wanted any desserts or coffee, so we just paid and left. With an abundance of lovely pubs in the area- for example the pubs in Stoke Doyle and Titchmarsh, we won't be coming back here for a while! 
-2	 I have been here a few times over the past 6 months, and tend to agree with the poor reviews posted. It really is a pity to see a place once so good, now just the same as any other Chef and Brewer.  The manufactured response from the management is always exactly the same &quot;Thank you for your recent review on Trip Advisor. Your feedback regarding your recent visit was a concern to hear and I would like to investigate these comments further with the Management Team of the pub. I have sent you a direct message to discuss this further and look forward to hearing from you soon.  Kind Regards Chef & Brewer&quot; I am wondering why there is still no improvement? 
-2	 Slow service, average food, rude and unfriendly staff who don't have the time of day for young children.  Repeatedly ignored my 3 year old daughter who was simply trying to ask for a balloon. I asked the manager in the end who kindly got her one. Filthy toilets.  Angry chef getting humpy and rude with the waitress, in front of customers. Very unprofessional.  Wouldn't recommend dining here and i won't be returning.   
-2	 My friend and I went here last night for ladies night. It wasn't busy. However we were sat at a table near the window and then the lady brought us the menu over and some water. They came back again took our drinks order we ordered two Strawberry mojito as it was 2 4 1 on cocktails we were wondering how long out drinks were going to be as 10 mins later still no drinks and there was not many in at all 3 tables I think and a few loud men stood at the bar. the drinks arrived 25 mins after we had ordered them there was no communication as to why there was a wait only thing I can think of was they had to nip sainsbury to get ingredients.   They had a live singer in and he was good very good.   Food was OK but wouldn't say it was contempary food. Although was nicely presented and looked good.   Doubt we will be returning again.    
-2	 Visited Marco's in sheffield for lunch on a Sunday. On arrival the decor looked very nice which made me feel I was going to enjoy my lunch, nice lady greeted us and took us to a table which was set up for 6 places (there was 3 of us dining). Only one other table occupied in the restaurant, a table for two. So there were plenty of other tables to sit us at ie a table for four would have been better. We sat down and then the other half of the table was cleared off all cutlery, glasses etc, it now started to look bare. We were given our menus and then a waiter came and asked us what we would like to drink, he then cleared our side plates and wine glasses the only items on the table now we're our knives and forks, I thought this very unusual,he brought our drinks and then I asked him why he cleared the plates and cutlery, he replied to give us more space. I was a bit perplexed as we were 3 people sat at a table for 6!!! I asked for the plates back as he didn't know what we would be ordering, he went ok have them back and then just plonked them on the table. Our food order taken, I had asked for some bread but the menu didn't say there was any dipping oil, so asked the waiter if there was any he said no, I know I'm being fussy over this but I ask you an Italian restaurant without any oil and Marco Pierre Whites restaurant at that.  Our food arrived, basically it was garlic bread which was ok. My main course was pasta and meatballs which again was ok, meatballs a bit hard and dry. I don't think I would visit again unless there was a big improvement in the food and the attitude of one member of staff, although the decor was nice the room was very cold. It was a bit of a let down when you think you're going into something that will be special but overall it's not and its such a shame, Sheffield needs something like that. If I were Marco Pierre White I wouldn't be happy with the food they served. 
-2	 Unfortunately, the Joshua Bradley has lost what it used to be. The quality of the food had been lost completely which is a huge shame considering its location & great opportunity for 'local produce'. The staff don't seem to have an idea of customer service anymore, from little things like a simple 'hello' on arrival to checking everything is ok or reordering drinks. Such a shame as this used to be a great place. 
-2	This place should be called &quot;Average Joe&quot; as the food, service and the decor isn't anything special. The quality and freshness of food is questionable. We will not be going back.
-2	Visited on a Friday afternoon - was advised wait for food would be at least 40 minutes although not full. Wish we hadn't bothered - tapas served wasn't as good as Iceland £1 party food- was burnt, over salted and inedible! Cocktails good but do not go if you want to eat - we won't be back!
-2	 Stopped in to grab a quick lunch on the way to the station.  Service was very slow and aloof even though the place was pretty empty.   We got a panini and a baguette with tea.  The tea was actually cold and we had to dump it.  The food was average nothing special. 
